id,name,links,ingredients,recipe
74,Amritsar Fish,https://youtu.be/d-tVAHYh4N4,"First Marination:500 gms Fish Fillet,sliced,Salt to taste,1 tbsp Ginger Garlic Paste,Lime Juice,1 tbsp Mustard Oil,1 tsp Kasuri Methi,Crushed,1 tsp AsafoetidaSecond Marination:1 tsp Degi Mirch Powder,2 tbsp Curd,1 tbsp Rice Flour,2 tbsp Gram Flour,1 tsp Carom Seeds,Oil for frying,1 tbsp Mustard Oil for fish tikka,For Garnish: Onion rings,Lemon wedge,Coriander sprig ","For Marination:
1)In a mixing bowl, add fish sliced, add salt to taste, ginger garlic paste, lemon juice, mustard oil,kasuri methi, asafoetida mix everything well and keep it aside for 10 minutes.
For second Marination:
1)In the same bowl, add degi mirch powder, curd, rice flour, gram flour, carom seeds mix everything well and set aside.
2)Heat oil in a kadai, once its hot deep fry the marinated fish till nicely done.
For Fish Tikka Satye:
1)Heat oil in a grill pan, skewer the marinated fish in a satye stick and grill nicely till crisp golden.
2)Drain and place on a absorbed paper.
3)Garnish with onion rings, lemon wedge and coriander sprig."
75,Crispy Fish ,https://youtu.be/9GPg1GfcH3M,"Fish fillet-500 gms,Salt-1/2 tsp,Black pepper-1/2 tsp,Flour batter:Plain flour- 4 tbsp,Corn flour-4 tbsp,Baking powder-1/2 tsp,Chilli sauce-2 tbsp,Salt-1/2 tsp,Red Chilli powder-1 tsp,Black pepper-1/2 tsp,Garlic powder-1/2 tsp,Vinegar-1 tbsp","1)Take a fish, cut them in to slices and dry it with tissue.
2)Add salt, black pepper and mix it well.
3)Marinate for 15 mins,Liquid batter:In a bowl, add plain flour, corn flour,baking powder,chilli sauce,vinegar, salt, red chilli powder,black pepper, garlic powder and water as required & mix it well to make a liquid consistency paste.
4)Let it rest for 30 mins,Fish dip in plain flour, then dip in liquid batter, again coat it well in plain flour.
5)Deep fry in medium hot oil at medium flame until golden brown.
6)Must try out this Crispy and Crunchy Fried Fish,Enjoy!"
76,Mint Fish,https://youtu.be/l06vyktuWy4,"Fish fillet 3 pcs (240 gms ),Salt 1/4 tsp,Red Chilli powder 1/4 tsp,Cumin seeds 1/4 tsp,Turmeric powder 1/4 tsp,Carom seeds 1/4 tsp,Mint 2 tbsp,Fresh coriander 2 tbsp,Green chilli 1 pc,Garlic clove3 pc,ginger 1pc,lemon juice 1tbsp","1)In a Jug, add mint, fresh coriander, green chillies, salt, red chilli powder, garlic cloves, cumin seeds,carom seeds, ginger, turmeric powder,lemon juice.
2)Blend it well to make a thick paste.
3)Take a fish fillets, apply paste it well.Marinate for 15 mins.
4)Then fish coat it well in plain flour.
5)Fry on medium hot oil at medium flame for 4-5 mins until golden brown.
6)Crispy Mint Fish is ready to eat and served with ketchup.Enjoy!"
77,Fish,,,
78,Coconut burfi,https://youtu.be/lZP2ydT3hQw,"3 cup coconut (grated),2 cup sugar,1 cup milk,2 tbsp cream (optional),1 tsp cardamom powder / elachi powder","1)Firstly, take 3 cup freshly grated coconut into large kadai,add 2 cup sugar and 1  cup milk,mix well on medium flame until sugar dissolves completely
2)Keep stirring till the mixture starts to thicken. (takes approx. 10 minutes).
3)Now add 2 tbsp cream,continue to cook on medium flame stirring continuously,the mixture starts to thicken after 20 minutes,and after 25 minutes, coconut mixture will start to separate from pan,continue to cook until the mixture starts to hold the shape,now add 1  tsp cardamom powder and mix well.
4)Transfer the prepared dough into a greased plate lined with baking paper,set well forming a block,allow to set for 10 minute, or till it sets completely yet warm.
5)Now unmould and cut into pieces.
6)Finally, serve coconut burfi / nariyal barfi or store in airtight container for a week in refrigerator"
79,Coconut Chocolate,https://youtu.be/DAwoAckLvs0,"Desiccated coconut 1 cup,Condensed milk 1/3 cup,Chocolate 100gm","1)Mix the coconut well
2)Make balls using the coconut
3)Boiling water, place the balls
4)Place a heat proof bowl
5)Melt the chocolate
6)Coat coconut balls with chocolate
7)Keep in the fridge for 10 mins
NOTE: 1 CUP = 250 ML"
80,Coconut,http://www.youtube.com,all the ingredients required to prepare chicken is present above,the ingredients are pu together to make this vegetable
81,Corn Soup,https://youtu.be/9sp8BxFIgZQ,"For corn paste:1 cup sweet corn,2 tbsp water,For soup:3 tsp olive oil,2 clove garlic (finely chopped),1 inch ginger (finely chopped),4 tbsp spring onion (chopped),1 cup sweet corn,1 cup carrot (finely chopped),1 cup beans (finely chopped),3 cup water,1 tsp salt,1 tsp pepper,1 tsp vinegar,for corn flour slurry:1 tsp corn flour,cup corn flour","1)Firstly, in a large kadai heat 3 tsp olive oil and saute 2 clove garlic, 1 inch ginger,also, saute 2 tbsp spring onion slightly.
2)Now add 1  cup sweet corn, 1  cup carrot and 1  cup beans,saute for 2 minutes or until vegetables are slightly cooked.
3)Transfer the sweet corn paste and saute for 2 minutes,further add 3 cup water, 1 tsp salt and stir well,cover and boil for 15 minutes or until the vegetables are well cooked.
4)Now prepare a corn flour slurry by mixing 1 tsp corn flour in 1  cup water,mix to a lump free mixture.
5)Pour the corn flour slurry and stir well,stir and boil until the soup thickens,now add 1 tsp pepper,2 tsp vinegar and 2 tbsp spring onion.
6)Finally, enjoy sweet corn soup garnished with spring onions"
82,Crispy Corn,https://youtu.be/XijkYd9ts60,"For boiling:4 cup water,1 tsp salt,2 cup sweet corn,for frying: cup corn flour,cup rice flour,1 tbsp maida / plain flour,tsp pepper powder,tsp salt,oil (for frying),for masala: tsp kashmiri red chilli powder,1 tsp cumin powder,1 tsp aamchur,,1 tsp salt,2 tbsp onion (finely chopped),2 tbsp capsicum (finely chopped),2 tbsp coriander (finely chopped)","1)Firstly, in a large vessel boil 4 cup water and 1 tsp salt.
2)Add 2 cup sweet corn and boil for a minute.
3)Drain off the sweet corn to remove excess water.
4)Now add 1  cup cornflour, 1  cup rice flour, 1 tbsp maida, 1  tsp pepper powder and 1  tsp salt,mix well making sure the flour is coated well to sweet corn.
5)Sieve the mixture to remove excess flour,deep fry in hot oil making sure to keep the flame on medium,stir occasionally, and fry on medium flame until it turns golden brown.
6)Drain off over kitchen paper to remove excess oil.
7)Transfer the fried corn into a large bowl.
8)Add 1  tsp chilli powder, 1  tsp cumin powder, 1  tsp aamchur and 1  tsp salt.
9)Mix well making sure the spices are well combined,also add 2 tbsp onion, 2 tbsp capsicum and 2 tbsp coriander,mix well-combining everything well.
10)Finally, enjoy crispy corn recipe with tomato sauce."
83,Corn Chaat,https://youtu.be/tRM2-8g3njU,"3 Corn on cob,break in half,3 dry Red chillies,1 inch Ginger,4-5 Coriander roots,1 inch Cinnamon stick,1 Black Cardamom,1 tsp Black peppercorns,1 tsp Coriander seeds,Salt to taste,1 tsp Sugar,1 heaped tbsp Butter","1)In a cooker add water, dry red chillies, ginger, coriander roots, cinnamon stick, black cardamom, black pepper cons, coriander seeds, salt to taste, sugar, butter and corn on cob and close the lid and give it 1-2 whistles and let it cool. 
2)Remove it and keep aside for future use."
84,Cheese Corn,https://youtu.be/mKxpVE5YZNk,"1/2 Cup Corn Boiled,1/2 Cup Cheese,1/2 Capsicum,1 Tbsp. Cornflour,2 Tbsp. Maida + Water,2 Slices Of Bread Crumbs,1 Potato, Boiled3/4 Tsp. Red Chilli Flakes,Pinch Of Pepper,1 Tsp. Oregano,1/8 Tsp. Garlic Paste","1)To make the corn & cheese mixture:In a bowl, add the grated cheese, boiled and mashed potato, boiled yellow corn, green capsicum, coriander leaves, red chilli flakes, crushed oregano, little pepper, garlic paste, cornflour and salt and mix everything well.
2)Apply little oil on your palms and start making little 1/2 inch balls from the mixture.
3)To make the flour batter:In a bowl, add the all purpose flour and water and mix them till you get a pouring consistency batter.
4)To make the fried balls:On your work surface, put some plain flour and bread crumbs.
5)Roll the cheese balls in the plain flour, dip them in the plain flour batter and then roll them in the bread crumbs.
6)Deep fry the well coated cheese balls just before you serve them"
85,Potato Corn,https://youtu.be/ii_qdMIhKg0,"Refined flour 1  cup,Salt 1 tsp,Water as required,Oil 1 tsp,Oil 1 tbsp,Onions 1 medium size (chopped),Ginger garlic paste 1 tbsp,Green chillies 1 tbsp (chopped),Capsicum 1 medium size (chopped),Ketchup 2 tbsp,Red chilly sauce 1 tbsp,Red chilly powder 1 tbsp,Coriander powder 1 tbsp,Turmeric powder 1 tsp,Aamchur powder 1 tsp,Garam masala 1 tsp,Potatoes 3-4 medium size (boiled & mashed),Sweet corn 1 cup,Salt to taste,Fresh coriander 2 tbsp,Butter,Half cooked frankie roti,Aloo corn Filling,Chopped onions,Frankie masala,Chilly vinegar,Processed cheese","1)In a mixing bowl add the refined flour and salt, mix well and add water to knead a soft and a stretchy dough.
2)Incorporate the oil and knead the dough to get more smooth texture.
3)Apply oil to prevent the dough surface from drying.
4)Cover it with a damp cloth and rest it for 1  an hour.
5)Knead the dough once again and shape it into roundels.
6)Flatten the dough balls for making chapattis.
7)Half Cook the chapatti until brown spots appear. You can keep half cooked chapatti according to your consumption.
8)Heat oil in a wok, add onions, ginger garlic paste and green chillies, saut‚ until onions are translucent.
9)Add chopped capsicum, ketchup, reed chilly sauce and powdered spices, cook for 1  a minute.
10)Add the boiled & mashed potatoes, sweet corn and salt to taste, mix well and cook for 2-3 minutes.
11)Add freshly chopped coriander leaves and mix well.
12)Cook the half-cooked Frankie rotis by applying butter on both the sides before serving.
13)Apply the hot aloo corn filling on the cooked roti,Add some chopped onions, sprinkle some Frankie masala and chilly vinegar.
14)Grate some processed cheese, roll the roti and your good to go."
86,Cauliflower Corn,https://youtu.be/ahL6EpPTIGo,"500 gms Cauliflower/Gobhi,1 cup corn,,2 tomatoes ( to be pureed),1 large onion,,small piece of ginger and 4-5 cloves,4-5 tbsp grated coconut ( or dried shredded coconut unsweetened),2 tbsp sesame seeds,,5-6 cashews,1 cinnamon stick,3-4 cloves,1 tsp cumin seeds,1 tsp crushed coriander seeds,1 tsp poppey seeds,Salt per taste,1-2 tsp red chilli powder,1 tsp turmeric,2 green cardamom,1/2 tsp dried fenugreek leaves,oil for cooking,Cilantro for garnish","1)Puree tomatoes and set them aside.
2) Steam cauliflower.
 3) Make Korma paste by frying cumin, coriander, poppey seeds with onions, ginger, garlic, cardamom, sesame seeds, cashews and coconut and then grinding the mixture with a little bit of water. 
4)Next fry cinnamon and cloves in oil. Add tomato puree. Add salt, turmeric and chilli powder. Let tomatoes cook.
5) After few mins, add corn. Mix well. Add korma paste. Add cauliflower.
6) Mix in cauliflower well with other ingredients. Let it simmer for few mins. Finish off with fenugreek leaves and cilantro."
87,Corn,,,
88,Watermelon Juice,https://youtu.be/4CJAHF9LK-8,"2 cup watermelon (cubes),2 tbsp mint / pudina,2 tbsp lemon juice,1 tsp pepper powder,1 tbsp sugar","1)Wirstly, in a blender take 2 cup watermelon, 2 tbsp mint, 2 tbsp lemon juice, 1  tsp pepper powder and 1 tbsp sugar.
2)Blend well and enjoy fresh watermelon juice garnished with mint."
89,Grape Juice,https://youtu.be/AQk-YFhuDsQ,"Few ice cubes,1 cup grape syrup (prepared),few grapes (chopped),1 cup water","1)Extract the grape juice.
2)Squeeze well to get enough pulp from the grape mixture.
3)Transfer the extracted grape juice to the large vessel.also add 1  cup sugar and mix well.boil the syrup for 2 minutes.and further turn off the flame and squeeze lemon juice.
4)Cool completely before storing the grape syrup.once cooled, transfer to the large glass jar and can store in refrigerator for atleast 6 months.
5)To prepare the grape juice, take ice cubes in glass jar.
6)Add in 1  cup prepared grape syrup.also add 1 cup of water and add few chopped fresh grapes.
7)Mix well, adjust the concentration depending on your choice.
8)Finally, serve grape juice chilled garnished with a mint leaves."
90,Orange Juice,https://youtu.be/22YF7y3P54s,"4 oranges,peeled and ,chopped 3/4 cup water ","1)Combine the peeled and chopped oranges and the water into the base of a high-speed blender, like a Vitamix. 
2)Blend on high for about 15-20 seconds, or until the juice is smooth. 
3)Serve immediately. "
91,Kokam Juice,https://youtu.be/uYybxgB-JmE,"1 cup 200 grams kokum / bhirand / muragalu / punarpuli / kaatampi dry / fresh,2 cup water,2 cup sugar,1 tsp cumin powder / jeera powder,1 tsp pepper (crushed),pinch of salt","1)Firstly, in a large bowl soak 11  cup kokum in 2 cups of hot water for 3 hours.
2)Transfer to a blender and blend to coarse paste.take the kokum paste to kadai.
3)Add 2 cup sugar and 1  cup water.mix well-dissolving sugar completely.
4)Further, add boil for 10-15 minutes stirring occasionally.
5)Boil until the mixture thickens and forms syrup consistency.
6)Turn off the flame and add 1  tsp cumin powder, 1  tsp crushed pepper and pinch of salt.
7)Mix well and pass the mixture through a sieve.make sure to squeeze of the pulp completely.
8)Now kokum syrup is ready. refrigerate it and use as required. kokum syrup stays good for 2-3 months when refrigerated.
9)To make kokum juice from kokum concentration, take few ice cubes in a glass.
10)Pour 2 tbsp of prepared kokum syrup / kokum concentration.pour 2 cups of cold water and mix well.
11)Finally, serve kokum juice / kokum sharbat chilled garnished with mint leaves."
92,Lime Juice,https://youtu.be/ZXHirjSCgp8,"7 ice cubes,1 inch ginger (crushed),5 mint / pudina leaves (roughly chopped),1 tbsp powdered sugar,lemon juice,salt to taste,1 tsp pepper (crushed),1 slice lemon,1 glass cold water","1)Firstly, take 7 ice cubes in a jar.further add 1 inch crushed ginger and 5 chopped mint / pudina leaves.also add in 1 tbsp powdered sugar.squeeze in 1  lemon juice.
2)Add salt to taste, 1  tsp crushed pepper and 1 slice lemon.
3)Pour in 1 glass cold water and mix well.
4)Finally mix well and ginger-mint lemon sharbat is ready to serve."
93,Mint Juice,https://youtu.be/jXvjzVUD6T0,"Lemon 2nos,Sugar 2tbsp,Mint leaves 1 cup,Ice Cubes Few,Water 1 cups","1)Cut and squeeze the lemons in a blender jar, add sugar, ice cubes, mint and water. 
2)Blend it till completely smooth. 
3)Remove strain and serve chilled."
